date,gross_reserves_usd_m,exports_usd_m,imports_usd_m,remittances_usd_m,usd_lkr,m2_usd_m
2016-06-01,5292.27,900.5619459385096,1675.802035776332,644.480992933533,145.8609,29552.007183939837
2016-07-01,6489.187703676498,891.5439655383419,1432.798930567194,572.7679136535048,145.401,30224.721502961947
2016-08-01,6598.941049091874,866.3099109246001,1649.0886004680874,618.2873505229056,145.2035,30542.233403460665
2016-09-01,6455.718499925342,897.8775700778094,1508.2611045601425,577.8753625923472,145.4581,31293.824305555896
2016-10-01,6053.842609846051,855.0431213174927,1723.5223677947777,607.532058283979,146.76,31457.920672239852
2016-11-01,5644.133101910387,809.6505412056308,1732.0802257051048,567.3784015429475,147.81,31684.15532827224
2016-12-01,6019.035611001512,859.0316990634382,1816.0953106251125,684.6037351582894,148.8152,32413.08060771292
2017-01-01,5453.161533649116,864.7176173932837,1798.9439527053685,670.2874237389387,149.8342,32475.970718158067
2017-02-01,5634.658678738561,867.8069877581088,1611.159888432676,598.086845291198,150.8721,32817.95257759149
2017-03-01,5117.259154753076,1041.818219027803,1869.3224849354765,643.058386094087,151.5048,33637.239286488875
2017-04-01,5048.0818935876005,794.6621201873861,1603.8822114429377,487.94389290657216,151.862,33891.321839657794
2017-05-01,6759.704093553758,841.2448575017796,1724.7493989305217,600.7025576092499,152.3909,34217.14110974737
2017-06-01,6959.025226455214,987.3032456286518,1540.9314766078398,590.8851105181104,152.8082,34562.39323256475
2017-07-01,6710.485696665525,1015.1819586445046,1591.1295797476996,629.2901463776334,153.5875,34944.267918925696
2017-08-01,7693.548007249217,1000.642691482216,1856.9005983045893,599.8838418158387,153.0978,35422.04080438883
2017-09-01,7279.835590729757,1011.0255494559292,1666.6539924369974,537.7758451288071,152.8125,36012.429372179366
2017-10-01,7500.7921236637585,975.579814448642,1727.2388159062466,546.2579003477305,153.4905,36044.6160065135
2017-11-01,7335.117235752753,940.93201101918,1940.383346169578,588.3876285496235,153.5925,36134.23489087162
2017-12-01,7958.65303040954,1019.5029136734678,2048.499456865169,671.3964371688033,153.1085,37001.951045573565
2018-01-01,7669.98,965.3701425744972,2014.4907176540169,729.3548966460536,153.7452,37328.0836288515
2018-02-01,7922.369345490189,915.650345321389,1977.993103576892,571.5002263413448,154.7737,37646.55235921413
2018-03-01,7319.749709742925,1107.6632607514034,1978.5218342628232,677.6961157626178,155.6386,38521.86244348317
2018-04-01,9935.768813397091,795.0546716824356,1793.6278037230777,541.1780994671594,156.1857,38695.67796615375
2018-05-01,8808.916585622243,923.7576297403432,1856.95795512956,580.4019949922705,157.7527,38336.74320054148
2018-06-01,9267.017122111823,1024.3682844569344,1819.4798365092515,523.6405184273614,158.9619,38505.126971979196
2018-07-01,8429.671933126869,1073.1643006891263,1754.4651588528998,619.2971944301521,159.3548,38660.68799081452
2018-08-01,8584.53782202296,1037.3606140149984,1887.11736795169,534.1970182243219,160.3217,38944.93865770367
2018-09-01,7164.0793420685,1055.2146080861978,1768.4101377475615,499.5686117071165,165.2237,38036.0129594824
2018-10-01,7903.305318148267,979.096089464566,1882.473484503176,599.092454277415,171.3614,36915.95495707808
2018-11-01,7005.322478512801,979.5512009150912,1764.6054092036552,555.0423235268939,176.7275,35961.11119783548
2018-12-01,6919.216639148527,1033.3831084516703,1734.5814769958135,584.450098589887,180.0794,35691.642602901054
2019-01-01,6152.196208752774,1038.1468507890256,1655.458756514842,545.3254992794382,181.6025,35347.175140248735
2019-02-01,6035.155009941658,981.119883809676,1432.39631128465,500.492162671479,178.3944,36270.920214239355
2019-03-01,7629.241941007436,1136.862305459054,1729.043562407311,571.431009617002,178.0952,36778.31926162575
2019-04-01,7213.972057497156,798.1056022403444,1595.57292195424,553.6920420435212,174.6432,37708.41875583704
2019-05-01,6722.612629789063,961.0197730366248,1783.6946109147184,562.1201492822893,176.15,37589.43963742555
2019-06-01,8864.984523119312,1083.954426800322,1399.8439347672734,536.6275845682627,176.4635,37748.492169959165
2019-07-01,8347.063830786541,998.5344346682732,1715.9194214006632,625.6805908103535,175.8832,38078.926611786235
2019-08-01,8523.712277937197,1032.5052702891876,1573.6060230957069,518.2479690698589,177.9386,37843.07065607883
2019-09-01,7635.331963594275,953.7545302038528,1710.5377216240204,516.2660983194008,180.7975,37396.88027670205
2019-10-01,7780.083013603978,977.2802613026088,1815.72509139126,607.0442233570847,181.3155,37193.315687722345
2019-11-01,7520.452982431865,978.7856206740918,1741.0910335719382,515.26123914573,180.3111,37659.32001704803
2019-12-01,7642.393000751939,999.9429518693604,1784.1899823205383,665.0234761837822,181.1976,38150.118507687686
2020-01-01,7512.733529432759,1004.8850926174435,1735.327088426726,580.9276408043164,181.3219,38611.25320008333
2020-02-01,7941.515070351391,988.5170201257566,1562.32383699017,527.32246625236,181.5016,39016.79484063149
2020-03-01,7533.736569408685,656.2184495098973,1205.0492034876245,492.0915681614186,184.4095,39780.74758098357
2020-04-01,7209.520101152639,282.3103443550165,1122.60696271443,375.0192363972781,191.3536,39017.28407881932
2020-05-01,6499.857251537734,586.6872740660409,993.8228128748568,431.75753243500594,187.5425,40117.91225258185
2020-06-01,6694.648013475818,894.1352989903875,1055.4512879435238,572.4980030213977,185.8705,40910.887976848724
2020-07-01,7095.831822594811,1085.021074654558,1293.6943139058217,702.08852611799,185.7377,41551.99642833073
2020-08-01,7430.083006707859,947.2286171577184,1289.0880100856452,664.4567732301396,184.8529,42511.83438135848
2020-09-01,6666.320938200717,1000.0421286057492,1524.8849953792833,702.6503317634936,184.9519,43400.852794976585
2020-10-01,5855.74394110227,854.2753709427261,1362.7803874142037,630.7136177195367,184.3767,44292.26134197239
2020-11-01,5555.275602812615,783.6559445593846,1383.7005110189446,611.6708594744056,184.8094,44719.66433189139
2020-12-01,5664.265569350756,964.4508442734063,1526.64703331917,812.7378063911985,186.6329,45521.3860405286
2021-01-01,4841.863004371764,936.6622814854384,1591.5901970507057,675.3390054353866,187.0,45989.40424956808
2021-02-01,4582.993424023525,951.724574048446,1523.603972592037,579.6821699858931,194.01,44874.99545397825
2021-03-01,4055.2,1093.7738520883445,1925.9318375289247,612.039426055064,199.04,44516.59998891087
2021-04-01,4470.738472224253,818.1842602092861,1706.9720121710045,518.7544137326089,199.54,44826.32240692272
2021-05-01,4032.831217910092,891.7032201204976,1607.4340540931253,460.114150675105,199.5,45196.85318165468
2021-06-01,4060.0459080962846,1007.0147013013268,1659.2043487791664,478.4486578808749,201.14,45422.1921186853
2021-07-01,2805.884166609781,1103.9334293875042,1710.0957416175922,453.2632668392378,199.9,46371.09225136638
2021-08-01,3543.508985941734,1101.034874644722,1686.6675039530146,446.6176342664486,210.0,44820.95535106536
2021-09-01,2704.1872990039246,1034.4575246293707,1526.032657370234,353.22780133179384,199.99,47247.29764639302
2021-10-01,2269.211946488995,1192.3364394091789,1694.2769255028936,317.38781426512065,201.87,47238.07481352975
2021-11-01,1588.37233054694,1211.4690722829191,1764.628143730678,271.43416537213164,202.05,47070.79998102074
2021-12-01,3139.2264604363068,1156.2853341767309,2240.979740627027,325.155964755842,200.43,48091.130860942074
2022-01-01,2361.645210710561,1102.6034670306735,1959.383635296777,259.2224004013944,201.19,48091.130860942074
2022-02-01,2311.250466948733,1093.3378369012546,1872.9492863064163,204.92486303716285,201.06,48091.130860942074
2022-03-01,1917.0,1058.2320434309793,1818.9123121575751,318.4002148284584,299.0,48091.130860942074
2024-01-01,4496.0,970.723959801696,1511.787852753663,487.56912560776783,317.41,36071.92076010063
2024-02-01,4520.0,1059.318562299895,1378.4196626938108,476.15274509709104,310.15,37294.778191406906
2024-03-01,4960.0,1148.4812078626312,1507.6996834532686,572.3817390557347,301.18,38971.66991501334
2024-04-01,5471.0,877.5787392596055,1435.2460605667366,543.8344997214689,296.86,39986.4375270921
2024-05-01,5410.0,1011.2546937501978,1404.5956093616087,544.4126225033511,301.89,39848.1775542751
2024-06-01,5654.0,1077.024307218306,1446.621209252268,519.6086007985568,305.71,39650.27563735566
2024-07-01,5652.0,1130.2795584462635,1734.1215798577125,566.8300693319559,302.37,40325.48222252677
2024-08-01,5959.0,1231.6821030552203,1654.0274199404437,577.4570513490174,300.33,40717.35142996504
2024-09-01,5994.0,1011.7372962546182,1645.7399723713993,555.5530322870613,299.36,41108.85874150207
2024-10-01,6472.0,1157.9983404190527,1702.3792187489955,587.6980738774198,293.72,42097.72828521697
2024-11-01,6451.0,994.1474523394417,1496.2999021514247,530.0627863192664,290.92,42748.987457083625
2024-12-01,6122.0,1101.7669842074342,1924.476764720677,613.823074357784,292.58,42748.987457083625
2025-01-01,6065.0,1052.790385272612,1785.5256010888788,573.0150835758235,297.58,42763.238364355035
2025-02-01,6086.0,1052.93148785808,1464.2031508791547,548.113782072413,295.5,43404.069089074525
2025-03-01,6531.0,1241.6908589753436,1637.306801181216,693.3103082478191,296.35,44005.10782133916
